Voltage,Required energy (Wh),Peak pack current (A),Required lithium capacity @ 80% usable (Ah),Required lead-acid capacity @ 50% usable (Ah)
24.0,413.2828145862775,84.15279733956073,21.525146593035284,34.44023454885646
36.0,413.2828145862775,56.10186489304049,14.350097728690189,22.960156365904304
48.0,413.2828145862775,42.07639866978037,10.762573296517642,17.22011727442823
60.0,413.2828145862775,33.6611189358243,8.610058637214113,13.776093819542583
72.0,413.2828145862775,28.050932446520246,7.1750488643450945,11.480078182952152
