game_name,gear_ratio,observed_peak_speed_m_s,observed_peak_output_rpm,needed_motor_rpm_max,continuous_motor_torque_nm,positive_accel_sample_count
Game1CharlesPhone,16.0,4.91744,154.0619849129547,2464.991758607275,0.7370624289990737,361304
Game1CharlesPhone,20.0,4.91744,154.0619849129547,3000.0,0.5896499431992588,361304
Game1CharlesPhone,25.0,4.91744,154.0619849129547,3000.0,0.471719954559407,361304
Game2CharlesPhone,16.0,4.91744,154.0619849129547,2464.991758607275,0.6563746375546321,361028
Game2CharlesPhone,20.0,4.91744,154.0619849129547,3000.0,0.5250997100437056,361028
Game2CharlesPhone,25.0,4.91744,154.0619849129547,3000.0,0.42007976803496444,361028
