RPM Max,Gear Ratio,Expected RPM Output,Max Velocity (m/s),Max Velocity (mph),Max regular torque (Nm),Max Peak Torque (Nm),Max Acceleration
3000.0,20.0,150.0,4.7877872040708445,10.70997355712542,28.599999999999998,86.0,
3000.0,16.0,187.5,5.984734005088556,13.387466946406773,22.88,68.8,
3000.0,25.0,120.0,3.8302297632566757,8.567978845700335,35.75,107.5,
